trade_id,instrument_type,counterparty,currency,notional,pv
FX-FWD-000099,FxForward,CP005,USD,32005876.87,1557495.98
EQ-FWD-000137,EquityForward,CP001,USD,10688270.88,417193.06
FX-OPT-000051,FxOption,CP001,GBP,30735987.24,1397296.42
FX-FWD-000096,FxForward,CP003,USD,96127988.80,-132749618.12
EQ-OPT-000140,EquityOption,CP005,EUR,43218950.64,2442905.08
IRS-000127,IRS,CP001,GBP,140499396.53,3556364.97
FX-OPT-000055,FxOption,CP005,USD,22769049.71,1116004.39
EQ-FWD-000091,EquityForward,CP005,USD,16181279.07,638318.66
FX-OPT-000109,FxOption,CP002,USD,13541859.06,-18877401.05
FX-OPT-000085,FxOption,CP002,USD,16914135.34,814103.18
EQ-OPT-000089,EquityOption,CP001,USD,32645719.73,795266.09
FX-FWD-000124,FxForward,CP001,USD,84650687.29,-115487858.70
IRS-000108,IRS,CP003,EUR,214940455.06,2799941.20
FX-FWD-000120,FxForward,CP003,EUR,41931367.86,-65130361.97
FX-OPT-000122,FxOption,CP005,GBP,5966465.13,267836.29
IRS-000101,IRS,CP003,GBP,467263442.76,12835835.26
FX-FWD-000126,FxForward,CP002,USD,96122487.31,-130887193.35
EQ-OPT-000104,EquityOption,CP002,USD,15257750.82,388600.25
EQ-FWD-000086,EquityForward,CP002,USD,8131371.29,314063.22
EQ-FWD-000144,EquityForward,CP001,USD,15820011.58,310712.06
FX-OPT-000062,FxOption,CP003,EUR,35571791.86,1699241.42
FX-OPT-000124,FxOption,CP001,EUR,40354876.29,-66432543.53
FX-FWD-000092,FxForward,CP005,USD,7015002.56,-9608436.71
EQ-OPT-000122,EquityOption,CP002,USD,44422564.99,1734469.13
IRS-000040,IRS,CP003,JPY,467404731.56,11956579.20
EQ-FWD-000066,EquityForward,CP005,USD,4918542.58,194971.04
FX-OPT-000025,FxOption,CP003,EUR,14365519.06,-19645824.79
IRS-000059,IRS,CP005,GBP,81653672.53,3042579.26
EQ-FWD-000108,EquityForward,CP004,USD,13406334.77,533187.87
CDS-000033,CDS,CP005,USD,99457703.25,4677010.66
EQ-OPT-000117,EquityOption,CP004,USD,12987700.36,574205.06
FX-FWD-000130,FxForward,CP005,GBP,29307881.64,1335542.57
EQ-OPT-000115,EquityOption,CP003,USD,20371312.25,763879.14
IRS-000032,IRS,CP004,JPY,24417316.08,518043.88
EQ-OPT-000178,EquityOption,CP004,USD,49558568.34,1304818.83
IRS-000050,IRS,CP003,EUR,144912578.92,2373551.30
CDS-000140,CDS,CP004,USD,68589723.25,3202048.13
IRS-000060,IRS,CP005,EUR,390018094.23,7749022.77
EQ-OPT-000086,EquityOption,CP001,USD,7667354.57,313616.28
EQ-FWD-000114,EquityForward,CP001,EUR,1307078.49,74123.78
EQ-OPT-000142,EquityOption,CP005,JPY,6840529.11,-1656648.39
FX-OPT-000097,FxOption,CP003,USD,41688890.71,2032479.98
IRS-000005,IRS,CP003,JPY,389575612.52,2326257.80
IRS-000070,IRS,CP001,GBP,402070814.88,3499415.66
EQ-OPT-000030,EquityOption,CP003,JPY,22749042.16,-4978026.89
IRS-000062,IRS,CP004,EUR,219237697.41,3777470.94
IRS-000112,IRS,CP001,EUR,424003366.94,4332323.51
FX-FWD-000133,FxForward,CP002,EUR,15778398.84,-24017748.36
EQ-OPT-000049,EquityOption,CP001,EUR,45762253.81,2595154.70
CDS-000044,CDS,CP001,USD,86199035.80,3473352.84
FX-OPT-000147,FxOption,CP001,USD,17083758.53,-23394653.16
FX-FWD-000008,FxForward,CP005,GBP,30263830.79,1383854.12
IRS-000171,IRS,CP005,USD,201430363.14,2222417.58
IRS-000069,IRS,CP003,EUR,94961807.69,3629315.45
FX-FWD-000040,FxForward,CP004,USD,98068745.33,4775734.98
EQ-FWD-000020,EquityForward,CP004,JPY,11812891.90,-2607855.59
EQ-FWD-000046,EquityForward,CP005,USD,10175853.67,394967.67
EQ-FWD-000141,EquityForward,CP004,USD,16520536.74,726592.77
EQ-OPT-000159,EquityOption,CP005,USD,37256686.67,636794.35
EQ-FWD-000032,EquityForward,CP002,USD,5095307.87,221543.04
EQ-OPT-000163,EquityOption,CP001,USD,9547378.49,382438.55
EQ-OPT-000002,EquityOption,CP002,EUR,43236449.05,2449759.00
CDS-000060,CDS,CP002,USD,40192179.63,1898689.96
EQ-OPT-000150,EquityOption,CP005,USD,18406136.46,710997.94
CDS-000017,CDS,CP003,USD,8051802.86,411668.17
CDS-000034,CDS,CP001,USD,73818249.91,3744354.61
EQ-FWD-000094,EquityForward,CP001,USD,17540032.00,685880.62
IRS-000071,IRS,CP003,GBP,79201063.40,1528958.98
EQ-FWD-000110,EquityForward,CP002,USD,8508701.74,168962.34
CDS-000010,CDS,CP003,USD,62169069.71,3060946.48
EQ-OPT-000027,EquityOption,CP002,JPY,43891524.69,-7759368.11
FX-OPT-000138,FxOption,CP003,USD,8022909.20,-10491416.27
EQ-FWD-000111,EquityForward,CP004,USD,19577174.75,759907.11
FX-FWD-000129,FxForward,CP004,USD,15567474.58,-21168208.99
CDS-000119,CDS,CP001,USD,11706844.31,590030.60
IRS-000049,IRS,CP001,JPY,262498558.11,3482687.49
EQ-FWD-000109,EquityForward,CP002,USD,10455230.14,413198.90
IRS-000075,IRS,CP003,EUR,42269888.45,38466.18
FX-FWD-000114,FxForward,CP003,EUR,68765579.62,3269126.58
IRS-000019,IRS,CP002,EUR,312255783.44,2702961.89
IRS-000083,IRS,CP004,GBP,344646625.54,9192695.79
EQ-FWD-000126,EquityForward,CP005,USD,7739374.06,164143.47
EQ-OPT-000118,EquityOption,CP005,JPY,45075287.50,-10042680.88
IRS-000100,IRS,CP004,GBP,123268233.58,3137436.60
IRS-000191,IRS,CP005,GBP,68287862.84,1040400.95
FX-OPT-000073,FxOption,CP002,GBP,7072337.50,324897.95
IRS-000147,IRS,CP005,JPY,251251667.61,1524773.36
EQ-OPT-000175,EquityOption,CP001,USD,44652014.64,2004325.67
IRS-000004,IRS,CP002,USD,219688406.27,1379164.64
IRS-000055,IRS,CP004,GBP,462398928.64,12997778.73
FX-FWD-000147,FxForward,CP005,USD,55784562.16,-77829011.98
IRS-000150,IRS,CP004,JPY,390156362.38,14269309.96
IRS-000177,IRS,CP002,JPY,407926204.31,8018983.31
FX-OPT-000032,FxOption,CP002,EUR,3725346.64,-6062148.95
FX-OPT-000126,FxOption,CP002,USD,4039488.70,-5790565.83
EQ-OPT-000109,EquityOption,CP003,USD,41400082.90,960986.60
EQ-FWD-000105,EquityForward,CP004,USD,6090387.42,265232.04
EQ-OPT-000046,EquityOption,CP004,JPY,48873580.54,-10883371.22
EQ-OPT-000112,EquityOption,CP004,USD,35647629.63,642585.86
FX-FWD-000032,FxForward,CP002,USD,79912262.46,-110975729.79
IRS-000193,IRS,CP005,EUR,82825475.94,2010941.88
EQ-FWD-000017,EquityForward,CP002,USD,12952608.64,266090.33
EQ-OPT-000051,EquityOption,CP003,USD,33648517.01,812997.83
EQ-OPT-000018,EquityOption,CP004,USD,11802818.06,521763.18
FX-FWD-000145,FxForward,CP005,EUR,64004088.61,3056846.46
FX-OPT-000144,FxOption,CP001,GBP,47831105.43,2192080.44
FX-OPT-000135,FxOption,CP003,GBP,43531620.69,2029171.63
IRS-000146,IRS,CP002,USD,424935063.89,10514004.67
IRS-000125,IRS,CP004,EUR,248274071.17,8423217.51
IRS-000001,IRS,CP004,GBP,54250697.88,1365070.21
EQ-FWD-000022,EquityForward,CP003,JPY,9841871.42,-2239221.85
IRS-000126,IRS,CP005,USD,14621111.75,427516.83
CDS-000013,CDS,CP001,USD,17844507.52,825102.55
FX-FWD-000023,FxForward,CP002,USD,40092471.34,-55826603.86
EQ-OPT-000083,EquityOption,CP001,USD,47423749.26,2126777.03
FX-OPT-000132,FxOption,CP001,USD,36856661.20,1796830.03
EQ-OPT-000079,EquityOption,CP001,JPY,16156452.98,-3180281.82
CDS-000113,CDS,CP002,USD,40999182.82,1977400.44
EQ-FWD-000018,EquityForward,CP001,USD,4269778.78,186683.79
EQ-OPT-000069,EquityOption,CP002,USD,30672541.47,1251148.07
CDS-000035,CDS,CP001,USD,6219336.06,285613.62
EQ-FWD-000037,EquityForward,CP001,JPY,19492264.15,-4407360.04
CDS-000018,CDS,CP005,USD,91052856.89,4392065.16
EQ-FWD-000025,EquityForward,CP004,USD,6927615.28,142189.25
EQ-FWD-000103,EquityForward,CP003,JPY,6919640.73,-1497660.35
IRS-000006,IRS,CP004,GBP,408274306.27,12429688.94
FX-FWD-000057,FxForward,CP003,USD,34604329.81,-48404770.66
FX-OPT-000063,FxOption,CP005,EUR,37342444.03,-56902926.57
IRS-000139,IRS,CP003,JPY,180845878.54,1941710.41
FX-OPT-000093,FxOption,CP005,EUR,15660695.23,-26116276.65
CDS-000073,CDS,CP004,USD,21102639.04,937958.00
EQ-OPT-000129,EquityOption,CP005,USD,34838759.46,1412799.53
FX-FWD-000034,FxForward,CP005,GBP,61900822.73,2813481.26
IRS-000081,IRS,CP005,JPY,254411268.25,6297003.13
EQ-OPT-000094,EquityOption,CP005,EUR,15389165.48,873152.06
EQ-FWD-000138,EquityForward,CP002,JPY,9842878.15,-2125004.97
CDS-000128,CDS,CP004,USD,55416657.42,2808973.26
FX-FWD-000054,FxForward,CP002,GBP,57749179.75,2636090.24
IRS-000182,IRS,CP002,USD,382190470.86,11845564.52
CDS-000057,CDS,CP001,USD,68851021.27,3451561.84
EQ-OPT-000028,EquityOption,CP005,USD,9192413.79,385788.12
CDS-000011,CDS,CP003,USD,19361490.01,986615.21
EQ-OPT-000098,EquityOption,CP002,USD,3576107.03,148557.87
FX-FWD-000076,FxForward,CP004,USD,51534077.80,-70272545.23
CDS-000107,CDS,CP001,USD,97289219.20,4776202.01
FX-FWD-000137,FxForward,CP005,EUR,94462032.05,-144044295.43
FX-FWD-000101,FxForward,CP003,EUR,34453654.28,-51987989.43
EQ-OPT-000137,EquityOption,CP004,USD,3421581.59,79901.80
FX-OPT-000079,FxOption,CP001,USD,22660256.99,-32083142.05
FX-FWD-000046,FxForward,CP005,USD,93995340.02,-130403380.44
EQ-OPT-000172,EquityOption,CP002,USD,40151823.36,1815927.07
IRS-000114,IRS,CP002,EUR,65270514.58,1700745.73
CDS-000003,CDS,CP004,USD,72530104.04,3455907.06
FX-FWD-000148,FxForward,CP002,EUR,32140539.80,-48291551.02
CDS-000053,CDS,CP003,USD,71849814.34,3207121.28
FX-FWD-000095,FxForward,CP002,USD,70670635.51,3430419.11
FX-FWD-000107,FxForward,CP001,USD,60808772.59,2953308.37
EQ-FWD-000034,EquityForward,CP004,USD,12420037.26,481066.25
CDS-000103,CDS,CP004,USD,7815906.63,395220.30
EQ-OPT-000001,EquityOption,CP001,JPY,5244182.59,-1031765.94
FX-OPT-000084,FxOption,CP003,GBP,12981810.30,603919.82
EQ-FWD-000040,EquityForward,CP002,USD,12924758.04,249403.04
CDS-000146,CDS,CP001,USD,62090254.69,2873269.94
FX-OPT-000067,FxOption,CP005,EUR,11970223.28,558594.39
IRS-000122,IRS,CP005,USD,164550701.79,1143825.08
FX-FWD-000044,FxForward,CP003,EUR,43744684.94,2083461.41
FX-FWD-000020,FxForward,CP005,EUR,85397025.77,4088126.91
CDS-000002,CDS,CP001,USD,86828705.04,3531026.88
FX-FWD-000029,FxForward,CP001,EUR,60902563.28,2903631.06
EQ-OPT-000102,EquityOption,CP001,USD,41598148.47,681027.10
EQ-OPT-000167,EquityOption,CP001,JPY,6300467.47,-1191090.76
EQ-OPT-000045,EquityOption,CP003,EUR,43519442.57,2474507.31
EQ-OPT-000054,EquityOption,CP001,JPY,22167365.41,-5559364.91
IRS-000107,IRS,CP003,JPY,96471367.05,1561896.49
EQ-OPT-000037,EquityOption,CP003,JPY,28155973.69,-6872283.92
FX-FWD-000082,FxForward,CP004,EUR,75471016.56,3595256.45
FX-FWD-000030,FxForward,CP004,USD,42605437.56,-59170986.92
IRS-000065,IRS,CP001,EUR,37158798.74,206507.68
CDS-000068,CDS,CP002,USD,92660712.56,4480639.69
FX-OPT-000028,FxOption,CP003,USD,3041247.53,-4106341.39
EQ-FWD-000015,EquityForward,CP001,USD,8356306.33,362068.64
FX-FWD-000108,FxForward,CP005,USD,23163832.11,1125811.22
FX-OPT-000086,FxOption,CP001,EUR,27561897.06,1335472.31
EQ-FWD-000036,EquityForward,CP002,USD,8404983.17,364788.53
FX-FWD-000083,FxForward,CP001,USD,6329460.76,-8765594.99
EQ-FWD-000023,EquityForward,CP004,EUR,14920460.53,845638.21
IRS-000165,IRS,CP004,JPY,155064945.93,4078293.99
CDS-000100,CDS,CP004,USD,86333337.97,4187903.26
IRS-000166,IRS,CP002,GBP,292399688.61,4454443.12
FX-OPT-000095,FxOption,CP002,EUR,11354328.25,-18008284.27
EQ-FWD-000090,EquityForward,CP002,USD,9957773.18,392490.26
FX-OPT-000081,FxOption,CP002,USD,24776650.75,1226816.59
CDS-000022,CDS,CP005,USD,88627533.37,3728403.58
FX-OPT-000119,FxOption,CP002,USD,9397642.80,464782.12
CDS-000110,CDS,CP004,USD,81309762.92,4126219.36
CDS-000088,CDS,CP002,USD,36905521.90,1525975.94
IRS-000175,IRS,CP002,USD,187092202.40,6184109.29
FX-OPT-000150,FxOption,CP004,EUR,41630817.31,-67996354.02
CDS-000023,CDS,CP001,USD,56463010.13,2763741.79
IRS-000124,IRS,CP002,JPY,458217031.58,12124108.59
EQ-OPT-000032,EquityOption,CP005,USD,5198886.23,125667.91
IRS-000086,IRS,CP003,GBP,421703374.80,15441665.68
IRS-000056,IRS,CP003,EUR,385256060.91,2773412.48
IRS-000010,IRS,CP005,JPY,12513929.31,63709.38
IRS-000031,IRS,CP003,USD,349860854.60,6436877.88
EQ-OPT-000058,EquityOption,CP003,USD,33303445.30,1426883.28
CDS-000047,CDS,CP003,USD,72571900.99,3524074.15
FX-FWD-000004,FxForward,CP004,GBP,45925732.60,2082480.68
IRS-000052,IRS,CP004,JPY,364655163.87,8271855.94
IRS-000176,IRS,CP003,GBP,321783950.54,2986981.04
EQ-FWD-000098,EquityForward,CP002,USD,17769004.26,356359.87
EQ-OPT-000029,EquityOption,CP004,USD,38616271.87,715619.56
EQ-FWD-000063,EquityForward,CP003,USD,15991472.97,331897.83
FX-OPT-000091,FxOption,CP004,GBP,12811482.31,593186.04
EQ-OPT-000042,EquityOption,CP002,USD,18898369.73,367306.17
EQ-OPT-000092,EquityOption,CP004,EUR,29429636.27,1667775.99
FX-OPT-000102,FxOption,CP003,EUR,8526739.63,412794.66
EQ-OPT-000023,EquityOption,CP001,USD,37849854.63,1483087.85
IRS-000033,IRS,CP005,EUR,131361539.77,940065.85
EQ-FWD-000148,EquityForward,CP002,USD,14216494.72,563071.58
CDS-000099,CDS,CP004,USD,41414257.46,1880213.89
FX-FWD-000013,FxForward,CP004,GBP,60399202.45,2748117.43
IRS-000184,IRS,CP001,USD,97515655.39,1950539.95
CDS-000104,CDS,CP003,USD,8346316.95,376345.45
EQ-OPT-000055,EquityOption,CP001,JPY,1411964.70,-307105.93
FX-FWD-000121,FxForward,CP004,GBP,52411315.63,2381384.92
EQ-OPT-000039,EquityOption,CP002,JPY,37807548.12,-7391545.91
EQ-FWD-000133,EquityForward,CP003,EUR,15611910.56,885051.35
EQ-OPT-000151,EquityOption,CP003,USD,43780350.16,948041.51
CDS-000118,CDS,CP002,USD,87873307.23,4033982.81
EQ-FWD-000069,EquityForward,CP002,USD,17292865.61,681491.05
IRS-000160,IRS,CP002,EUR,216060217.17,2131806.04
FX-FWD-000104,FxForward,CP002,USD,62699427.85,-87127472.26
EQ-OPT-000156,EquityOption,CP002,USD,10305929.35,394796.73
CDS-000150,CDS,CP004,USD,6876042.65,349655.97
FX-FWD-000146,FxForward,CP004,GBP,79567268.21,3606027.34
IRS-000153,IRS,CP005,EUR,477713788.56,11040982.12
EQ-FWD-000035,EquityForward,CP005,USD,19745339.18,856015.63
FX-FWD-000134,FxForward,CP001,EUR,6261563.42,-9674861.72
FX-OPT-000101,FxOption,CP005,EUR,11949454.01,-18708990.24
FX-OPT-000068,FxOption,CP004,USD,27618499.22,1355974.05
EQ-FWD-000102,EquityForward,CP005,JPY,17017895.80,-3631817.87
EQ-FWD-000064,EquityForward,CP003,EUR,18343072.67,1039747.32
FX-FWD-000136,FxForward,CP001,USD,27501557.12,-37133743.09
CDS-000032,CDS,CP003,USD,28272605.38,1403148.36
EQ-FWD-000016,EquityForward,CP004,USD,19162611.86,834261.82
FX-FWD-000063,FxForward,CP002,GBP,94239222.29,4309921.96
EQ-OPT-000166,EquityOption,CP003,EUR,49719802.01,2810067.27
EQ-OPT-000073,EquityOption,CP005,USD,27341526.98,1199298.64
FX-OPT-000014,FxOption,CP003,USD,41397286.47,-61489270.53
FX-OPT-000004,FxOption,CP004,EUR,38912355.49,-59224814.25
FX-FWD-000132,FxForward,CP002,EUR,79747504.03,3800699.49
FX-OPT-000108,FxOption,CP005,GBP,30479302.53,1379515.80
IRS-000039,IRS,CP003,USD,200435944.99,1645687.53
EQ-OPT-000113,EquityOption,CP005,JPY,12059164.65,-2741260.93
EQ-FWD-000119,EquityForward,CP003,USD,8344219.00,170961.16
IRS-000179,IRS,CP005,EUR,153394310.46,2856566.35
CDS-000001,CDS,CP004,USD,79835508.34,3776969.38
EQ-FWD-000073,EquityForward,CP002,USD,3168538.27,60638.54
EQ-FWD-000107,EquityForward,CP002,USD,14851474.92,283997.82
IRS-000140,IRS,CP004,GBP,240173633.69,6652138.89
EQ-OPT-000063,EquityOption,CP004,USD,10152480.17,389413.64
IRS-000130,IRS,CP002,EUR,143268108.59,4006582.63
FX-OPT-000031,FxOption,CP005,EUR,5191870.62,244038.30
FX-OPT-000105,FxOption,CP001,GBP,10169382.44,472001.88
IRS-000058,IRS,CP004,USD,182233448.26,3565559.96
FX-OPT-000048,FxOption,CP004,USD,37358079.24,-54143119.63
EQ-FWD-000134,EquityForward,CP003,USD,16990884.85,743633.03
FX-FWD-000052,FxForward,CP004,GBP,66139485.56,3016605.71
CDS-000024,CDS,CP004,USD,46036211.15,2006541.77
EQ-OPT-000195,EquityOption,CP004,USD,49391480.51,1996039.00
FX-FWD-000056,FxForward,CP002,GBP,40449125.12,1846342.89
EQ-OPT-000107,EquityOption,CP003,USD,1291145.60,57647.87
EQ-OPT-000131,EquityOption,CP003,USD,43269616.04,964372.33
EQ-FWD-000041,EquityForward,CP001,EUR,2681155.94,151910.18
FX-OPT-000050,FxOption,CP002,EUR,20746054.39,995476.49
FX-FWD-000010,FxForward,CP005,USD,85491350.17,-115915636.66
EQ-FWD-000087,EquityForward,CP003,USD,11191001.83,439298.34
EQ-OPT-000194,EquityOption,CP003,JPY,32796857.64,-7169747.30
FX-OPT-000017,FxOption,CP004,EUR,1041052.54,49468.99
FX-FWD-000122,FxForward,CP003,USD,8194881.40,400014.18
EQ-OPT-000050,EquityOption,CP004,USD,2150686.21,44939.12
FX-FWD-000018,FxForward,CP002,EUR,76730225.45,-114966140.09
FX-OPT-000071,FxOption,CP004,USD,29106662.69,1405975.68
EQ-FWD-000029,EquityForward,CP002,USD,17352430.15,359749.48
FX-OPT-000087,FxOption,CP003,EUR,46248667.03,-77359395.50
FX-FWD-000037,FxForward,CP004,USD,28893924.80,1404794.92
FX-FWD-000066,FxForward,CP004,USD,90231026.33,-122092594.92
FX-OPT-000047,FxOption,CP005,EUR,41491727.81,-58861409.04
EQ-OPT-000041,EquityOption,CP003,USD,49711062.34,1183983.32
FX-OPT-000034,FxOption,CP004,USD,36518446.63,-50573656.84
EQ-OPT-000165,EquityOption,CP003,USD,31448547.42,816697.49
IRS-000082,IRS,CP004,USD,325180369.00,2003211.42
CDS-000014,CDS,CP001,USD,16192954.81,812776.02
EQ-FWD-000146,EquityForward,CP003,USD,18243976.50,707629.67
CDS-000025,CDS,CP002,USD,48041862.41,2010150.26
EQ-OPT-000183,EquityOption,CP002,JPY,10148198.74,-2083318.29
IRS-000020,IRS,CP001,USD,192515602.43,6376450.54
EQ-FWD-000011,EquityForward,CP004,USD,11247656.61,443531.60
CDS-000079,CDS,CP003,USD,76867767.31,3748558.47
FX-OPT-000137,FxOption,CP002,USD,1605370.53,78586.91
EQ-FWD-000112,EquityForward,CP001,JPY,16183897.19,-3613449.11
EQ-FWD-000092,EquityForward,CP005,USD,14229780.35,558479.67
IRS-000158,IRS,CP004,USD,499993136.22,10048690.92
CDS-000063,CDS,CP001,USD,85775121.60,4064924.35
EQ-OPT-000186,EquityOption,CP001,USD,39735614.02,1577640.35
EQ-OPT-000052,EquityOption,CP001,USD,19187858.81,708235.17
CDS-000016,CDS,CP001,USD,37049059.48,1868952.95
CDS-000042,CDS,CP001,USD,9192383.59,442036.80
EQ-FWD-000050,EquityForward,CP003,USD,13443872.69,520246.97
EQ-OPT-000133,EquityOption,CP004,USD,43039083.90,884895.73
IRS-000178,IRS,CP003,EUR,439480803.76,10453918.21
IRS-000080,IRS,CP004,JPY,391688891.59,1825622.75
EQ-FWD-000077,EquityForward,CP003,EUR,11953084.29,678286.91
IRS-000167,IRS,CP002,GBP,276716285.29,8251724.24
FX-OPT-000104,FxOption,CP005,EUR,22670870.77,-37282298.48
CDS-000121,CDS,CP005,USD,26271959.18,1075786.08
FX-OPT-000090,FxOption,CP002,EUR,27113168.49,-43941725.39
FX-OPT-000035,FxOption,CP004,GBP,23887649.55,1071202.37
EQ-FWD-000009,EquityForward,CP004,EUR,2729379.50,154874.38
FX-OPT-000092,FxOption,CP004,EUR,26596944.14,1290709.49
EQ-OPT-000021,EquityOption,CP004,JPY,40674200.71,-10067352.76
FX-FWD-000024,FxForward,CP005,USD,58152173.78,2822569.83
CDS-000149,CDS,CP004,USD,25092264.24,1074372.40
FX-OPT-000121,FxOption,CP001,EUR,8142676.39,-12707891.74
EQ-OPT-000099,EquityOption,CP005,JPY,35334905.53,-7550011.91
EQ-OPT-000147,EquityOption,CP001,USD,8972044.60,157625.61
EQ-FWD-000007,EquityForward,CP005,EUR,12558469.10,711538.74
EQ-FWD-000002,EquityForward,CP001,USD,19548586.68,844605.17
EQ-OPT-000134,EquityOption,CP001,USD,42322942.81,1628280.08
CDS-000132,CDS,CP005,USD,70347070.38,3036090.49
EQ-OPT-000003,EquityOption,CP001,USD,30409160.76,1173937.37
IRS-000009,IRS,CP005,USD,380465131.17,9648004.81
EQ-OPT-000123,EquityOption,CP003,USD,19924873.80,888313.50
CDS-000078,CDS,CP004,USD,49155472.24,2295655.24
CDS-000112,CDS,CP001,USD,29273004.86,1466387.86
FX-FWD-000028,FxForward,CP002,GBP,72535326.79,3293442.94
IRS-000092,IRS,CP001,USD,254208789.85,4635722.19
CDS-000126,CDS,CP003,USD,80115656.49,4087608.38
FX-OPT-000116,FxOption,CP005,USD,26641138.79,-40322253.31
CDS-000059,CDS,CP001,USD,75918295.95,3440075.65
EQ-FWD-000122,EquityForward,CP002,USD,3471996.51,66444.71
CDS-000077,CDS,CP001,USD,61782763.63,3113173.39
EQ-OPT-000119,EquityOption,CP005,JPY,13938248.89,-3019801.51
FX-OPT-000046,FxOption,CP002,GBP,33468382.34,1543982.15
IRS-000186,IRS,CP004,JPY,165443062.68,3113132.50
FX-FWD-000041,FxForward,CP003,EUR,53539582.12,-80905702.54
FX-OPT-000027,FxOption,CP003,GBP,47591873.08,2151652.16
IRS-000180,IRS,CP003,JPY,419637854.69,10144247.28
FX-OPT-000044,FxOption,CP001,GBP,12930365.03,577245.41
EQ-OPT-000199,EquityOption,CP003,JPY,45069555.11,-10838832.25
EQ-FWD-000080,EquityForward,CP004,USD,1600571.39,34125.75
FX-FWD-000112,FxForward,CP002,USD,11335749.22,552069.64
EQ-OPT-000019,EquityOption,CP002,USD,13578010.61,563309.21
EQ-FWD-000012,EquityForward,CP005,EUR,3144644.28,178312.94
IRS-000053,IRS,CP001,GBP,126291600.73,411188.53
EQ-OPT-000093,EquityOption,CP002,USD,14316205.98,553539.20
EQ-OPT-000181,EquityOption,CP005,EUR,23568366.23,1339998.53
FX-OPT-000001,FxOption,CP003,EUR,31074686.98,1495906.27
IRS-000159,IRS,CP003,EUR,183185204.98,6218949.16
FX-OPT-000020,FxOption,CP004,USD,16009021.32,786760.18
CDS-000061,CDS,CP001,USD,62233490.65,3167680.42
EQ-FWD-000088,EquityForward,CP001,USD,10585068.54,464220.16
IRS-000190,IRS,CP005,USD,168071238.94,1617285.24
EQ-FWD-000052,EquityForward,CP002,USD,9257625.06,405822.13
EQ-OPT-000173,EquityOption,CP004,EUR,42675954.37,2412438.30
EQ-OPT-000010,EquityOption,CP002,USD,42458247.86,750488.42
FX-OPT-000053,FxOption,CP002,EUR,8169886.14,-11405492.59
FX-FWD-000039,FxForward,CP005,USD,38104039.20,1853898.81
IRS-000118,IRS,CP002,EUR,19045413.64,367294.62
IRS-000097,IRS,CP005,USD,53194571.03,1605231.09
EQ-FWD-000147,EquityForward,CP001,USD,1885696.05,40154.42
EQ-OPT-000153,EquityOption,CP002,USD,31131289.70,1225367.25
IRS-000008,IRS,CP003,USD,338000107.78,4757550.19
CDS-000039,CDS,CP001,USD,46077182.51,2340989.26
FX-FWD-000080,FxForward,CP005,GBP,79675991.94,3643891.00
IRS-000043,IRS,CP001,GBP,319276835.29,11440449.81
EQ-FWD-000058,EquityForward,CP005,USD,13711267.27,545381.64
EQ-FWD-000104,EquityForward,CP001,EUR,10351883.78,586613.63
FX-OPT-000140,FxOption,CP004,EUR,37608254.71,1770717.56
FX-OPT-000016,FxOption,CP004,USD,40513949.70,1947243.32
CDS-000090,CDS,CP004,USD,88267133.95,3752095.42
FX-OPT-000023,FxOption,CP005,EUR,36862231.18,1787807.51
FX-OPT-000099,FxOption,CP005,USD,16349629.52,800782.74
EQ-OPT-000070,EquityOption,CP003,USD,12798567.79,503137.35
FX-FWD-000077,FxForward,CP001,GBP,86011983.26,3900492.01
CDS-000051,CDS,CP005,USD,11659621.17,511200.50
IRS-000109,IRS,CP002,EUR,270571632.73,10477249.96
EQ-FWD-000101,EquityForward,CP005,EUR,10421963.40,590549.87
IRS-000151,IRS,CP003,USD,176353322.18,29264.81
CDS-000015,CDS,CP005,USD,61391134.89,2695022.33
FX-FWD-000019,FxForward,CP005,USD,75079875.77,-101443319.59
IRS-000137,IRS,CP003,GBP,176004166.32,1280774.15
CDS-000141,CDS,CP004,USD,80367951.87,3926878.92
FX-FWD-000128,FxForward,CP003,EUR,97008886.81,4636522.39
CDS-000136,CDS,CP004,USD,56183702.08,2574269.54
EQ-OPT-000177,EquityOption,CP001,USD,6243650.97,234932.83
IRS-000170,IRS,CP004,GBP,360393511.28,9462946.21
CDS-000069,CDS,CP004,USD,10890675.87,524593.53
EQ-OPT-000144,EquityOption,CP002,USD,21846021.76,916137.57
FX-OPT-000076,FxOption,CP003,EUR,33521033.52,-49867040.62
EQ-FWD-000062,EquityForward,CP002,USD,3437862.44,68244.15
CDS-000116,CDS,CP001,USD,16527484.18,720998.16
FX-FWD-000150,FxForward,CP001,USD,52133454.66,2545863.55
IRS-000078,IRS,CP004,GBP,304840898.80,8973419.47
EQ-FWD-000059,EquityForward,CP003,JPY,5228415.87,-1145934.92
EQ-OPT-000024,EquityOption,CP003,JPY,37906951.70,-8370326.60
IRS-000110,IRS,CP005,JPY,466986426.56,6635405.72
EQ-OPT-000135,EquityOption,CP003,USD,33654858.35,1447829.94
EQ-FWD-000055,EquityForward,CP002,USD,7061791.54,310694.79
EQ-FWD-000043,EquityForward,CP003,USD,5388002.08,233179.68
CDS-000114,CDS,CP005,USD,31298742.25,1497397.79
FX-FWD-000035,FxForward,CP003,EUR,82318133.27,-126160654.81
FX-FWD-000081,FxForward,CP005,GBP,44086964.18,2011405.99
EQ-OPT-000091,EquityOption,CP005,USD,34294853.72,893878.61
