trade_id,instrument_type,counterparty,currency,notional,pv
FX-FWD-000025,FxForward,CP004,USD,1548508.23,-2108631.74
CDS-000047,CDS,CP002,USD,9956259.95,483183.01
FX-OPT-000109,FxOption,CP005,EUR,15168360.70,715685.07
IRS-000064,IRS,CP002,USD,336314477.06,1548450.71
FX-FWD-000030,FxForward,CP003,EUR,8225265.26,390668.18
IRS-000008,IRS,CP003,EUR,276486507.09,8726540.33
FX-FWD-000062,FxForward,CP003,EUR,17379855.87,827051.85
EQ-OPT-000005,EquityOption,CP002,JPY,40414477.85,-7678840.92
FX-FWD-000072,FxForward,CP003,USD,36659445.44,-50858562.82
EQ-OPT-000020,EquityOption,CP001,USD,8806931.93,215264.47
EQ-FWD-000115,EquityForward,CP002,USD,11162502.63,434171.31
FX-FWD-000013,FxForward,CP004,USD,83356855.66,-114283993.82
FX-FWD-000006,FxForward,CP005,GBP,10864050.11,492252.88
FX-FWD-000124,FxForward,CP002,EUR,20290168.17,-30821817.45
EQ-OPT-000124,EquityOption,CP003,USD,3294791.74,132921.95
FX-OPT-000056,FxOption,CP004,EUR,41096639.89,1921941.25
IRS-000070,IRS,CP001,EUR,156423948.37,233952.29
EQ-FWD-000036,EquityForward,CP002,EUR,14805687.92,840201.61
EQ-FWD-000043,EquityForward,CP002,USD,2081361.11,91109.30
IRS-000077,IRS,CP003,GBP,131881669.96,2582104.42
EQ-FWD-000047,EquityForward,CP002,EUR,5652844.83,320733.52
FX-FWD-000056,FxForward,CP004,EUR,14656416.12,-22416563.58
FX-FWD-000011,FxForward,CP005,GBP,80021615.61,3648248.16
EQ-FWD-000134,EquityForward,CP003,EUR,7389250.59,418764.87
CDS-000086,CDS,CP003,USD,29879776.10,1524788.58
IRS-000197,IRS,CP004,USD,438888846.98,16387618.02
IRS-000067,IRS,CP001,USD,341347969.06,1309886.95
FX-OPT-000103,FxOption,CP002,GBP,38841592.69,1761060.81
EQ-OPT-000147,EquityOption,CP004,JPY,21324244.54,-5005762.23
IRS-000184,IRS,CP001,JPY,90222375.58,3278059.44
EQ-OPT-000079,EquityOption,CP004,USD,19365161.02,750262.22
EQ-FWD-000006,EquityForward,CP002,USD,19704150.54,855650.58
FX-OPT-000144,FxOption,CP005,GBP,21361312.52,991653.61
FX-OPT-000011,FxOption,CP002,USD,15243880.07,-20692742.81
IRS-000175,IRS,CP001,USD,449090167.89,5041879.14
EQ-OPT-000180,EquityOption,CP002,USD,14455407.59,560391.24
IRS-000147,IRS,CP001,EUR,131583057.85,934170.65
FX-OPT-000113,FxOption,CP002,GBP,20252392.24,932639.59
EQ-FWD-000018,EquityForward,CP003,USD,8124231.44,168987.20
FX-FWD-000126,FxForward,CP003,EUR,24946785.37,-38099857.49
EQ-OPT-000111,EquityOption,CP005,EUR,14401911.19,814654.56
FX-FWD-000097,FxForward,CP002,EUR,70566757.12,-108914095.38
EQ-OPT-000048,EquityOption,CP005,USD,33722346.81,1249893.38
EQ-OPT-000187,EquityOption,CP005,USD,17958835.44,457321.95
EQ-OPT-000163,EquityOption,CP005,EUR,5933682.57,337047.93
IRS-000138,IRS,CP004,EUR,114981038.62,103174.00
IRS-000034,IRS,CP004,USD,194608955.05,1878504.23
FX-OPT-000119,FxOption,CP003,USD,5726722.00,-7524388.38
EQ-FWD-000104,EquityForward,CP002,EUR,9601877.61,544412.87
FX-FWD-000092,FxForward,CP003,EUR,78063212.74,3733725.76
FX-OPT-000059,FxOption,CP001,GBP,20819588.67,923178.38
IRS-000160,IRS,CP004,EUR,27865112.69,595791.26
EQ-OPT-000160,EquityOption,CP005,USD,29022533.50,565716.53
EQ-OPT-000039,EquityOption,CP002,USD,1624165.71,74156.46
EQ-FWD-000076,EquityForward,CP002,USD,1292624.74,55976.90
EQ-OPT-000097,EquityOption,CP005,JPY,3929506.32,-815183.25
FX-OPT-000110,FxOption,CP004,EUR,12437599.70,596507.88
EQ-FWD-000098,EquityForward,CP002,USD,15357209.45,599805.47
IRS-000091,IRS,CP002,USD,378544609.50,7774937.38
CDS-000117,CDS,CP002,USD,72665030.35,3410268.37
EQ-FWD-000133,EquityForward,CP002,EUR,9143436.13,518003.85
FX-FWD-000110,FxForward,CP002,USD,80001509.10,-108351583.72
FX-FWD-000148,FxForward,CP002,EUR,60490500.31,-93579670.33
EQ-FWD-000120,EquityForward,CP001,USD,10474757.07,220919.08
EQ-OPT-000007,EquityOption,CP005,EUR,43764113.68,2479718.35
IRS-000084,IRS,CP001,GBP,492882701.86,11471287.46
FX-FWD-000049,FxForward,CP002,EUR,22005196.17,-33276498.42
EQ-OPT-000091,EquityOption,CP002,USD,6322265.17,285288.86
EQ-FWD-000099,EquityForward,CP005,USD,1355174.55,58578.73
EQ-OPT-000051,EquityOption,CP003,EUR,18430279.18,1043775.98
EQ-OPT-000109,EquityOption,CP005,USD,13266888.18,494412.94
FX-FWD-000065,FxForward,CP001,USD,22895632.17,-30998388.43
CDS-000004,CDS,CP005,USD,84484592.77,4063777.11
FX-OPT-000041,FxOption,CP002,EUR,42475190.51,1982388.05
IRS-000196,IRS,CP003,GBP,444112390.63,6366162.53
EQ-FWD-000015,EquityForward,CP005,EUR,9487346.43,537959.42
IRS-000098,IRS,CP005,EUR,78335439.86,902732.82
FX-OPT-000057,FxOption,CP002,USD,42023238.46,2066855.44
CDS-000033,CDS,CP002,USD,52659515.74,2548389.09
CDS-000069,CDS,CP004,USD,81118654.94,3956975.17
EQ-FWD-000141,EquityForward,CP002,USD,7529516.38,324786.26
FX-FWD-000032,FxForward,CP005,USD,6720484.56,-9106225.14
EQ-OPT-000176,EquityOption,CP004,JPY,45753568.53,-11223742.14
FX-OPT-000116,FxOption,CP002,USD,13898179.12,-20265147.19
FX-OPT-000038,FxOption,CP003,GBP,47807799.43,2208109.13
CDS-000123,CDS,CP002,USD,51112679.90,2524601.14
EQ-OPT-000128,EquityOption,CP005,USD,5308666.51,226407.24
EQ-OPT-000032,EquityOption,CP003,USD,39396458.20,1699713.90
CDS-000007,CDS,CP001,USD,67036844.73,3259671.67
FX-FWD-000059,FxForward,CP003,EUR,95994832.38,-145983350.76
CDS-000109,CDS,CP005,USD,28848847.70,1257160.72
FX-OPT-000064,FxOption,CP004,USD,46951320.71,2323169.54
IRS-000097,IRS,CP003,JPY,109943981.95,4235545.27
IRS-000014,IRS,CP004,JPY,286853741.95,8513725.21
EQ-OPT-000034,EquityOption,CP001,JPY,38689077.14,-7337336.62
FX-FWD-000095,FxForward,CP004,GBP,14633880.10,667481.44
EQ-OPT-000046,EquityOption,CP005,USD,29438040.48,1214784.22
FX-OPT-000068,FxOption,CP002,USD,48459254.58,2370875.23
EQ-FWD-000105,EquityForward,CP005,USD,19890344.21,782032.58
EQ-FWD-000091,EquityForward,CP003,USD,6909860.04,137687.80
EQ-OPT-000011,EquityOption,CP005,USD,22775268.43,534767.70
FX-OPT-000123,FxOption,CP005,GBP,23263816.33,1075439.10
FX-OPT-000067,FxOption,CP002,EUR,42403888.05,1988787.13
EQ-OPT-000134,EquityOption,CP001,USD,39738047.16,998087.53
EQ-FWD-000062,EquityForward,CP003,EUR,17400782.06,985939.45
FX-FWD-000133,FxForward,CP004,USD,40110797.42,-54048746.45
EQ-OPT-000150,EquityOption,CP001,USD,17212006.54,429999.95
CDS-000057,CDS,CP002,USD,99299796.47,4875298.41
IRS-000152,IRS,CP004,USD,258803813.09,8870267.25
FX-OPT-000076,FxOption,CP003,USD,11918233.51,-16347148.00
EQ-OPT-000077,EquityOption,CP003,USD,13500313.80,554451.22
CDS-000074,CDS,CP005,USD,24102525.05,992794.78
CDS-000103,CDS,CP004,USD,90881396.81,4641089.10
FX-FWD-000099,FxForward,CP004,EUR,68416027.18,-106224989.19
EQ-FWD-000022,EquityForward,CP003,USD,12494542.17,539486.67
FX-FWD-000101,FxForward,CP001,GBP,70140958.82,3207913.67
FX-FWD-000109,FxForward,CP001,USD,47568500.40,2319154.93
FX-OPT-000023,FxOption,CP002,USD,11198264.66,550023.46
FX-OPT-000030,FxOption,CP002,USD,27058978.10,1309566.15
EQ-FWD-000088,EquityForward,CP005,JPY,1488421.71,-328156.91
FX-OPT-000072,FxOption,CP001,GBP,9520792.52,424361.58
EQ-FWD-000090,EquityForward,CP004,USD,16753795.96,326555.93
CDS-000018,CDS,CP005,USD,79516693.99,3995536.38
FX-OPT-000147,FxOption,CP003,EUR,25655350.65,-40834535.14
IRS-000123,IRS,CP004,GBP,54348202.78,1726029.04
CDS-000008,CDS,CP004,USD,10234270.13,496290.63
CDS-000030,CDS,CP001,USD,94149181.92,4447464.88
FX-OPT-000112,FxOption,CP002,GBP,7470990.59,343482.84
IRS-000144,IRS,CP003,USD,332602036.72,2201027.22
CDS-000101,CDS,CP001,USD,66935678.77,3360568.98
IRS-000146,IRS,CP001,USD,139556239.82,4086556.49
FX-OPT-000129,FxOption,CP002,GBP,2814234.23,125283.77
IRS-000136,IRS,CP001,JPY,11805847.19,9264.07
IRS-000059,IRS,CP001,GBP,322694357.56,7747687.21
EQ-OPT-000196,EquityOption,CP003,USD,22233950.28,946326.06
EQ-OPT-000043,EquityOption,CP003,JPY,8686331.00,-2091261.06
EQ-FWD-000002,EquityForward,CP005,USD,18811486.40,819708.63
IRS-000021,IRS,CP002,JPY,403402286.85,15540254.43
FX-OPT-000133,FxOption,CP004,USD,44440650.40,2134747.64
CDS-000034,CDS,CP002,USD,45140585.11,2196396.95
IRS-000162,IRS,CP002,EUR,441543543.91,16522870.46
FX-OPT-000091,FxOption,CP001,GBP,15072006.41,698182.57
CDS-000147,CDS,CP001,USD,14021143.01,638082.34
EQ-FWD-000046,EquityForward,CP004,JPY,17921284.96,-4034137.02
FX-OPT-000035,FxOption,CP003,USD,11282092.92,558119.63
CDS-000110,CDS,CP004,USD,15840840.64,690818.65
FX-FWD-000005,FxForward,CP004,EUR,76960235.25,-119174145.72
FX-FWD-000118,FxForward,CP005,EUR,68135193.91,-103573041.79
CDS-000076,CDS,CP002,USD,70614492.77,3499806.40
FX-FWD-000120,FxForward,CP003,USD,53879582.14,-75067038.91
FX-OPT-000075,FxOption,CP002,GBP,1191903.30,54419.99
FX-FWD-000106,FxForward,CP002,USD,6551268.07,319581.03
EQ-FWD-000017,EquityForward,CP003,USD,4296300.47,185772.11
EQ-FWD-000061,EquityForward,CP004,USD,7154533.72,314233.48
CDS-000049,CDS,CP001,USD,73961852.45,3668727.95
EQ-OPT-000140,EquityOption,CP002,USD,20344639.07,757133.01
FX-FWD-000129,FxForward,CP005,USD,60228616.60,-82842793.61
IRS-000004,IRS,CP004,JPY,144502170.53,1161325.18
IRS-000161,IRS,CP001,GBP,338250800.28,12326007.57
EQ-OPT-000139,EquityOption,CP001,USD,28047894.54,1194774.87
CDS-000144,CDS,CP002,USD,19378311.82,967688.98
EQ-OPT-000040,EquityOption,CP003,USD,8946447.72,392625.87
EQ-OPT-000100,EquityOption,CP004,EUR,42191324.10,2387625.35
EQ-OPT-000200,EquityOption,CP001,USD,45133545.22,2036931.49
EQ-OPT-000179,EquityOption,CP004,JPY,16730484.41,-4018099.93
EQ-OPT-000090,EquityOption,CP005,JPY,47264278.48,-8534823.50
FX-FWD-000096,FxForward,CP005,EUR,25367573.38,1214728.37
IRS-000053,IRS,CP003,GBP,450157439.07,2437993.44
EQ-OPT-000112,EquityOption,CP001,USD,3742801.41,94736.44
IRS-000069,IRS,CP003,GBP,94464362.17,702390.78
FX-OPT-000006,FxOption,CP005,USD,30489632.22,-38164874.56
FX-OPT-000028,FxOption,CP002,EUR,9808187.44,-15393217.14
FX-FWD-000027,FxForward,CP002,USD,56283430.79,2733392.05
FX-OPT-000045,FxOption,CP004,EUR,17551433.15,-28368760.15
EQ-OPT-000072,EquityOption,CP001,EUR,44650781.64,2524652.04
EQ-FWD-000007,EquityForward,CP003,USD,11181897.12,443013.90
IRS-000143,IRS,CP004,USD,215773978.82,2180851.24
IRS-000181,IRS,CP005,GBP,144482573.78,2079808.14
FX-OPT-000004,FxOption,CP002,EUR,18674106.97,871571.05
EQ-FWD-000033,EquityForward,CP003,USD,11646147.65,451875.35
EQ-OPT-000182,EquityOption,CP002,USD,46278458.70,1867980.52
EQ-FWD-000137,EquityForward,CP005,USD,11895315.32,518900.89
EQ-OPT-000181,EquityOption,CP001,JPY,39193096.19,-7313965.17
CDS-000142,CDS,CP003,USD,31351403.99,1540621.43
EQ-OPT-000062,EquityOption,CP003,USD,48961824.79,835122.81
IRS-000182,IRS,CP004,JPY,62457049.28,1737870.42
FX-OPT-000062,FxOption,CP001,USD,32232073.65,1573791.31
EQ-FWD-000149,EquityForward,CP001,USD,12542091.54,264624.47
FX-OPT-000117,FxOption,CP004,USD,35550888.79,1708959.03
FX-OPT-000073,FxOption,CP001,EUR,6989916.78,326617.78
EQ-FWD-000100,EquityForward,CP002,USD,12295836.69,537696.68
EQ-FWD-000089,EquityForward,CP002,USD,3731337.86,73834.86
EQ-FWD-000065,EquityForward,CP004,USD,5634947.01,245517.14
IRS-000036,IRS,CP004,EUR,488003048.51,4905182.98
EQ-OPT-000019,EquityOption,CP003,USD,37722800.06,877624.26
IRS-000112,IRS,CP004,GBP,205541857.94,3733977.52
EQ-OPT-000031,EquityOption,CP002,JPY,44226782.90,-8252196.92
FX-FWD-000082,FxForward,CP001,USD,29150906.91,1420495.56
EQ-FWD-000127,EquityForward,CP002,JPY,6169774.05,-1384333.19
IRS-000187,IRS,CP005,JPY,257644198.94,5008376.97
EQ-FWD-000041,EquityForward,CP005,EUR,13226080.85,749574.92
IRS-000063,IRS,CP005,USD,98289895.14,1775708.73
EQ-OPT-000006,EquityOption,CP004,JPY,32992239.18,-8176146.85
FX-OPT-000061,FxOption,CP001,GBP,2449233.82,112642.13
CDS-000137,CDS,CP001,USD,56734446.02,2714245.37
CDS-000035,CDS,CP003,USD,44308645.93,2054266.98
CDS-000065,CDS,CP005,USD,12727176.05,642593.80
CDS-000106,CDS,CP005,USD,96638166.60,4750262.13
EQ-FWD-000014,EquityForward,CP005,USD,7836441.99,303244.54
IRS-000039,IRS,CP001,EUR,270994268.14,10316138.25
CDS-000078,CDS,CP005,USD,62355199.54,3006970.33
CDS-000025,CDS,CP005,USD,12678335.74,594677.34
IRS-000115,IRS,CP002,GBP,354108064.92,8776885.95
FX-FWD-000069,FxForward,CP001,USD,17479458.98,-23913747.62
IRS-000192,IRS,CP004,JPY,177541794.56,145730.07
IRS-000174,IRS,CP002,GBP,314546135.34,6675171.38
CDS-000093,CDS,CP005,USD,73462724.26,3204177.53
EQ-FWD-000067,EquityForward,CP003,USD,9654511.59,205486.47
FX-OPT-000135,FxOption,CP001,EUR,3640096.46,172183.07
CDS-000067,CDS,CP001,USD,86870291.61,4393349.81
CDS-000079,CDS,CP002,USD,27468195.36,1143428.97
IRS-000082,IRS,CP001,JPY,391001369.77,6284604.13
FX-OPT-000040,FxOption,CP004,GBP,14983074.86,699704.08
EQ-FWD-000051,EquityForward,CP003,USD,5103980.02,223999.33
EQ-OPT-000155,EquityOption,CP003,USD,45565921.88,1122436.47
CDS-000009,CDS,CP003,USD,39053241.49,1723977.79
EQ-FWD-000026,EquityForward,CP002,USD,8023554.76,310431.66
IRS-000173,IRS,CP004,JPY,192527642.68,1262542.96
FX-FWD-000146,FxForward,CP002,GBP,23857900.38,1081146.37
IRS-000151,IRS,CP001,JPY,442359218.99,14616760.04
FX-OPT-000148,FxOption,CP001,USD,18871039.20,905075.13
EQ-OPT-000157,EquityOption,CP003,USD,48812309.86,2075162.97
CDS-000026,CDS,CP001,USD,38664829.80,1921151.87
FX-OPT-000097,FxOption,CP001,USD,28854839.83,1390380.79
FX-FWD-000007,FxForward,CP004,EUR,70596726.11,-107469312.07
FX-FWD-000098,FxForward,CP004,USD,8717951.62,-12007981.16
EQ-FWD-000029,EquityForward,CP004,USD,11828014.58,520304.61
FX-OPT-000010,FxOption,CP004,EUR,2806983.37,131947.57
IRS-000116,IRS,CP001,USD,499315153.41,16996354.22
FX-FWD-000068,FxForward,CP004,USD,30363391.15,-40814131.30
CDS-000132,CDS,CP005,USD,99985519.48,4601396.11
EQ-OPT-000074,EquityOption,CP004,USD,43846469.67,1045804.49
IRS-000188,IRS,CP005,EUR,46937483.26,1228112.77
EQ-FWD-000004,EquityForward,CP002,USD,13681764.28,591697.78
EQ-FWD-000136,EquityForward,CP003,JPY,12824866.59,-2746244.96
EQ-FWD-000013,EquityForward,CP004,USD,17685313.41,378347.50
EQ-FWD-000079,EquityForward,CP003,EUR,17907674.58,1015895.82
EQ-FWD-000035,EquityForward,CP001,USD,2205506.17,96754.99
FX-FWD-000014,FxForward,CP001,EUR,17771487.87,847820.30
EQ-OPT-000198,EquityOption,CP002,USD,2731380.50,107648.82
EQ-FWD-000009,EquityForward,CP003,USD,6235172.27,124942.68
IRS-000141,IRS,CP002,EUR,400708108.86,2107201.16
FX-FWD-000067,FxForward,CP005,EUR,30077555.85,1431755.30
CDS-000066,CDS,CP003,USD,18001507.72,885233.51
FX-OPT-000007,FxOption,CP005,EUR,6023103.14,-9065418.79
EQ-FWD-000048,EquityForward,CP003,USD,1423017.14,55557.02
FX-FWD-000080,FxForward,CP001,USD,69346240.98,-95039486.53
CDS-000019,CDS,CP003,USD,43087222.12,2153445.08
EQ-FWD-000150,EquityForward,CP005,USD,14174213.23,293170.31
EQ-OPT-000104,EquityOption,CP002,JPY,11562837.21,-2617026.02
IRS-000044,IRS,CP002,USD,311014398.45,5251087.76
FX-FWD-000104,FxForward,CP004,GBP,90131463.48,4089100.25
EQ-OPT-000141,EquityOption,CP004,USD,23171710.83,976575.53
EQ-FWD-000080,EquityForward,CP005,USD,3874874.06,82655.53
EQ-FWD-000128,EquityForward,CP004,EUR,5165502.75,292774.01
CDS-000017,CDS,CP004,USD,90100779.05,4305188.60
FX-FWD-000039,FxForward,CP004,USD,94919637.45,-127605630.82
FX-OPT-000105,FxOption,CP004,GBP,36904887.66,1636631.72
FX-OPT-000128,FxOption,CP002,EUR,10805879.85,504246.75
EQ-OPT-000126,EquityOption,CP002,JPY,31540813.76,-6992028.81
IRS-000133,IRS,CP003,USD,163225726.15,1583232.21
EQ-FWD-000070,EquityForward,CP002,USD,9208104.33,401707.35
EQ-FWD-000072,EquityForward,CP005,USD,17118438.72,742262.08
EQ-OPT-000127,EquityOption,CP001,USD,2056086.60,93810.22
EQ-OPT-000098,EquityOption,CP001,USD,22398236.99,944060.35
CDS-000085,CDS,CP001,USD,10108529.73,504692.30
EQ-FWD-000087,EquityForward,CP004,USD,15631735.93,327172.87
IRS-000050,IRS,CP002,JPY,420495381.65,11792316.62
FX-OPT-000082,FxOption,CP003,EUR,38401266.21,-62791913.63
CDS-000042,CDS,CP004,USD,7929135.78,337092.46
IRS-000047,IRS,CP004,GBP,294018803.20,10961030.52
EQ-FWD-000118,EquityForward,CP003,EUR,9526904.50,540284.60
FX-OPT-000140,FxOption,CP001,EUR,41371211.25,2010871.13
EQ-OPT-000066,EquityOption,CP001,JPY,20227027.83,-3960512.85
EQ-OPT-000144,EquityOption,CP001,USD,35549164.26,753014.41
IRS-000179,IRS,CP002,JPY,319651064.94,6138257.28
IRS-000057,IRS,CP004,GBP,454297260.77,15438443.13
FX-FWD-000127,FxForward,CP004,GBP,90559113.76,4134232.23
CDS-000119,CDS,CP004,USD,44064242.29,2245048.96
EQ-FWD-000078,EquityForward,CP001,JPY,4404674.94,-1000041.47
FX-OPT-000074,FxOption,CP002,EUR,7532411.46,-10426560.02
EQ-OPT-000102,EquityOption,CP005,EUR,46939015.02,2664486.86
IRS-000052,IRS,CP003,USD,416179464.56,13465826.65
EQ-FWD-000129,EquityForward,CP005,JPY,17970592.24,-4155223.40
EQ-FWD-000069,EquityForward,CP004,USD,6460703.78,139286.33
EQ-FWD-000117,EquityForward,CP002,USD,10175890.72,440269.68
IRS-000085,IRS,CP005,GBP,448442882.83,5160461.53
EQ-OPT-000085,EquityOption,CP004,JPY,10359830.50,-2678510.60
FX-OPT-000048,FxOption,CP004,EUR,34055142.79,1610295.25
CDS-000005,CDS,CP003,USD,48015753.70,2355689.37
FX-FWD-000139,FxForward,CP001,USD,44679750.83,2179633.51
IRS-000005,IRS,CP004,USD,70926376.78,1746308.07
CDS-000105,CDS,CP002,USD,67429742.41,2857886.69
IRS-000079,IRS,CP004,USD,311427530.81,11097203.82
EQ-FWD-000122,EquityForward,CP003,EUR,1661985.56,94182.38
EQ-OPT-000071,EquityOption,CP004,EUR,1308405.12,74308.51
EQ-OPT-000161,EquityOption,CP002,USD,26256368.57,1162065.41
CDS-000070,CDS,CP002,USD,28149163.38,1425958.85
CDS-000072,CDS,CP001,USD,31023991.20,1504700.44
EQ-OPT-000099,EquityOption,CP003,USD,44148680.57,696460.10
IRS-000140,IRS,CP003,USD,380895170.21,3777074.32
FX-FWD-000081,FxForward,CP004,USD,35962555.44,-49623555.45
CDS-000071,CDS,CP001,USD,89130712.51,4341642.07
IRS-000028,IRS,CP002,GBP,274879245.43,2138450.72
EQ-OPT-000145,EquityOption,CP001,USD,33711115.12,839385.26
FX-FWD-000021,FxForward,CP004,GBP,41702273.72,1893048.03
FX-FWD-000141,FxForward,CP005,USD,83694233.95,-112960234.84
IRS-000108,IRS,CP003,JPY,240640154.65,8089697.46
CDS-000021,CDS,CP002,USD,14314029.25,688038.30
FX-OPT-000060,FxOption,CP003,USD,37322846.84,-53796854.16
CDS-000133,CDS,CP005,USD,81588511.37,3590728.31
EQ-OPT-000004,EquityOption,CP005,JPY,7461981.26,-1394149.63
CDS-000040,CDS,CP002,USD,79648448.30,3872462.43
EQ-OPT-000009,EquityOption,CP005,USD,40058267.57,1814020.69
FX-OPT-000033,FxOption,CP001,USD,9679480.53,474436.96
CDS-000061,CDS,CP002,USD,54387694.69,2679416.13
FX-FWD-000024,FxForward,CP002,USD,73269905.03,-102328040.29
EQ-OPT-000130,EquityOption,CP005,EUR,1170328.26,66448.78
IRS-000071,IRS,CP005,USD,148862316.17,4316676.50
IRS-000130,IRS,CP005,JPY,48676468.54,135746.06
FX-OPT-000032,FxOption,CP001,GBP,26007672.94,1185155.76
CDS-000051,CDS,CP001,USD,24900344.90,1077927.64
FX-OPT-000106,FxOption,CP001,USD,22869525.65,1114553.03
CDS-000062,CDS,CP005,USD,33469686.90,1656803.40
EQ-OPT-000188,EquityOption,CP003,JPY,25009793.29,-5615056.56
IRS-000025,IRS,CP002,EUR,295669200.63,4563049.12
EQ-OPT-000029,EquityOption,CP005,JPY,8147197.74,-1486744.19
EQ-FWD-000034,EquityForward,CP002,EUR,5742116.05,325334.12
CDS-000028,CDS,CP001,USD,22758812.35,1118698.66
FX-OPT-000150,FxOption,CP002,EUR,39432156.10,-55839839.08
FX-OPT-000066,FxOption,CP002,EUR,43534844.71,2036728.82
FX-FWD-000107,FxForward,CP003,USD,70910613.48,3453172.05
EQ-OPT-000177,EquityOption,CP002,JPY,32960408.80,-7715472.29
IRS-000080,IRS,CP005,GBP,256158574.43,6430345.51
FX-FWD-000036,FxForward,CP005,USD,38509887.50,-51886226.01
FX-OPT-000071,FxOption,CP003,USD,46204239.51,-58524303.60
IRS-000198,IRS,CP005,JPY,221859740.63,655326.12
FX-OPT-000051,FxOption,CP005,EUR,31974718.46,1498069.53
EQ-OPT-000022,EquityOption,CP004,USD,3312583.91,135994.16
FX-FWD-000042,FxForward,CP005,EUR,10824234.95,-16520551.49
FX-FWD-000034,FxForward,CP002,USD,79623980.08,3886906.33
EQ-OPT-000162,EquityOption,CP004,JPY,27205468.18,-4815803.94
EQ-FWD-000053,EquityForward,CP004,USD,10625107.00,463076.83
EQ-FWD-000074,EquityForward,CP004,USD,2467189.43,49633.80
FX-OPT-000093,FxOption,CP005,USD,22885845.29,1120953.53
EQ-FWD-000109,EquityForward,CP004,EUR,19614583.27,1111598.92
EQ-FWD-000060,EquityForward,CP005,JPY,5361712.90,-1182900.71
IRS-000083,IRS,CP001,GBP,57031737.12,1049361.56
FX-FWD-000066,FxForward,CP004,EUR,69268197.65,-104908048.71
EQ-OPT-000166,EquityOption,CP004,USD,18184978.36,825709.43
FX-FWD-000119,FxForward,CP001,EUR,14867830.55,-22750791.27
FX-OPT-000090,FxOption,CP003,USD,26088676.96,1255792.82
EQ-FWD-000097,EquityForward,CP005,JPY,12579329.84,-2910505.89
EQ-OPT-000033,EquityOption,CP005,EUR,25656267.72,1452287.42
CDS-000149,CDS,CP004,USD,58937083.06,2388397.76
FX-FWD-000026,FxForward,CP003,USD,37654809.69,1837820.56
EQ-FWD-000028,EquityForward,CP004,USD,7647715.96,336596.36
FX-OPT-000104,FxOption,CP002,USD,30598837.37,1486180.89
CDS-000143,CDS,CP004,USD,54056857.51,2689686.78
CDS-000011,CDS,CP001,USD,28116418.77,1290159.95
IRS-000177,IRS,CP005,GBP,206342901.84,7335094.76
FX-OPT-000001,FxOption,CP004,USD,49766835.89,-69378786.90
EQ-OPT-000026,EquityOption,CP004,USD,5883732.38,253414.80
FX-FWD-000108,FxForward,CP005,EUR,71766956.00,-108097375.55
EQ-FWD-000077,EquityForward,CP004,USD,17286946.52,675914.40
CDS-000131,CDS,CP003,USD,75413038.61,3486660.22
IRS-000094,IRS,CP002,GBP,127481269.86,3482484.34
IRS-000109,IRS,CP002,JPY,496795189.55,18943244.19
EQ-FWD-000019,EquityForward,CP005,EUR,2936503.32,166471.62
FX-OPT-000130,FxOption,CP004,EUR,12941383.04,-19980577.59
IRS-000117,IRS,CP005,GBP,273128153.46,10409397.41
CDS-000104,CDS,CP003,USD,54040832.87,2561942.78
CDS-000075,CDS,CP001,USD,39235182.37,1617925.82
FX-FWD-000125,FxForward,CP003,EUR,1080307.14,-1673500.24
CDS-000138,CDS,CP003,USD,11008249.35,450305.27
IRS-000155,IRS,CP005,EUR,295114091.53,10059491.99
IRS-000061,IRS,CP002,JPY,318011919.04,7286262.88
IRS-000149,IRS,CP004,EUR,258588308.63,4189068.48
EQ-OPT-000024,EquityOption,CP003,EUR,32482782.27,1849659.68
FX-FWD-000063,FxForward,CP003,GBP,48707661.33,2210756.96
FX-OPT-000143,FxOption,CP002,EUR,24033437.89,-34263840.75
EQ-OPT-000093,EquityOption,CP001,USD,21304397.20,925318.33
FX-OPT-000094,FxOption,CP003,USD,24276887.06,-32363124.60
EQ-FWD-000016,EquityForward,CP004,USD,8377078.82,328426.23
CDS-000012,CDS,CP005,USD,12287206.80,545362.29
FX-FWD-000053,FxForward,CP004,EUR,2852594.72,-4348799.47
IRS-000026,IRS,CP004,EUR,226180724.56,1785740.88
FX-FWD-000004,FxForward,CP003,EUR,62516170.73,2972207.58
EQ-OPT-000010,EquityOption,CP003,JPY,1629286.07,-291684.92
IRS-000137,IRS,CP001,JPY,148199266.70,1996136.23
IRS-000048,IRS,CP002,JPY,474385420.30,4402292.95
EQ-OPT-000052,EquityOption,CP005,EUR,28913923.35,1645607.77
IRS-000150,IRS,CP005,USD,245614993.13,1292682.33
IRS-000046,IRS,CP001,EUR,319367305.01,11582360.49
EQ-FWD-000116,EquityForward,CP005,USD,9504937.55,374662.49
EQ-FWD-000094,EquityForward,CP005,USD,18279548.54,798986.75
FX-OPT-000127,FxOption,CP004,EUR,23767338.53,-37303545.50
EQ-FWD-000119,EquityForward,CP003,USD,12384215.07,253542.10
EQ-OPT-000050,EquityOption,CP002,USD,16769191.66,703885.36
EQ-OPT-000049,EquityOption,CP003,USD,40669391.43,1565340.64
EQ-FWD-000049,EquityForward,CP005,USD,10957961.69,426322.43
EQ-FWD-000021,EquityForward,CP001,USD,18601111.08,397644.74
CDS-000113,CDS,CP005,USD,89541217.98,4194615.51
CDS-000054,CDS,CP001,USD,72210059.89,3291349.02
IRS-000200,IRS,CP004,USD,62141484.74,1664765.86
